0.00	0.10	0	0	0
0.10	0.20	0	0	0
0.20	0.30	0	0	0
0.30	0.40	0	0	0
0.40	0.50	0	0	0
0.50	0.60	112	0	13
0.60	0.70	448	4	3
0.70	0.80	109	11	0
0.80	0.90	0	0	0
0.90	1.00	0	0	0
