0.00	0.10	0	0	0
0.10	0.20	23	0	0
0.20	0.30	10	0	0
0.30	0.40	145	0	0
0.40	0.50	15	0	0
0.50	0.60	1	0	0
0.60	0.70	0	0	0
0.70	0.80	24	0	0
0.80	0.90	171	0	0
0.90	1.00	11	0	0
