701RTA,20150112,Riots/Protests,Zimbabwe,-18.28330,32.05000
702RTA,20150113,Riots/Protests,Zimbabwe,-17.83330,31.05000
706RTA,20150115,Riots/Protests,Zimbabwe,-19.45000,29.82000
707RTA,20150115,Riots/Protests,Zimbabwe,-17.83330,31.05000
708RTA,20150115,Riots/Protests,Zimbabwe,-17.83330,31.05000
1012RTA,20150116,Riots/Protests,Zimbabwe,-17.83330,31.05000
1013RTA,20150122,Riots/Protests,Zimbabwe,-17.91870,31.09728
1406RTA,20150125,Riots/Protests,Zimbabwe,-20.08330,30.83330
1408RTA,20150127,Riots/Protests,Zimbabwe,-17.88330,30.70000
1409RTA,20150128,Riots/Protests,Zimbabwe,-17.83330,31.05000
1410RTA,20150130,Riots/Protests,Zimbabwe,-17.83330,31.05000
